0	4921	300.38	671.58	(-0.05273, 0.43836, 0.06970, 0.89454)
0	4950	300.43	671.43	(-0.04505, 0.43499, 0.06792, 0.89674)
0	4981	300.15	671.46	(-0.02841, 0.41488, 0.06091, 0.90739)
0	5010	299.12	672.05	(0.00641, 0.24555, 0.05660, 0.96771)
0	5041	297.49	671.94	(-0.00981, -0.09239, 0.04895, 0.99447)
0	5070	295.52	670.64	(-0.02205, -0.35395, 0.06225, 0.93293)
0	5101	253.92	699.21	(-0.01941, -0.47009, 0.07557, 0.87916)
0	5130	253.48	699.68	(-0.03316, -0.41576, 0.07096, 0.90610)
0	5160	217.06	733.56	(-0.07031, -0.32605, 0.04769, 0.94153)
0	5191	217.07	733.17	(-0.07433, -0.31440, 0.04909, 0.94510)
0	5220	186.86	772.60	(-0.07093, -0.31252, 0.06003, 0.94535)
0	5250	161.28	815.53	(-0.05452, -0.26571, 0.06147, 0.96054)
0	5281	161.62	816.09	(-0.05090, -0.15899, 0.06792, 0.98362)
0	5310	169.44	866.38	(-0.03679, 0.22428, 0.07702, 0.97078)
0	5341	171.21	865.40	(-0.00459, 0.49141, 0.07190, 0.86795)
0	5371	172.31	864.30	(-0.00012, 0.64877, 0.03975, 0.75994)
0	5402	223.36	866.68	(0.00810, 0.69250, 0.04015, 0.72026)
0	5431	223.80	864.79	(0.00114, 0.77722, 0.02351, 0.62879)
0	5460	272.20	852.61	(-0.00699, 0.78393, 0.02370, 0.62036)
0	5491	271.97	853.51	(0.00696, 0.75020, 0.03398, 0.66031)
0	5521	321.52	849.75	(0.01317, 0.70907, 0.05233, 0.70307)
0	5550	371.44	850.30	(0.01539, 0.70493, 0.05532, 0.70695)
0	5580	371.07	850.17	(-0.00108, 0.70851, 0.06711, 0.70250)
0	5611	370.59	850.46	(-0.02159, 0.69165, 0.09363, 0.71581)
0	5641	370.55	850.44	(-0.02034, 0.67475, 0.07877, 0.73354)
0	5671	420.37	855.80	(0.02119, 0.66975, 0.03620, 0.74140)
0	5700	420.83	855.82	(0.10890, 0.66441, -0.02138, 0.73909)
0	5731	469.64	861.67	(0.10538, 0.65610, -0.01705, 0.74709)
0	5761	469.51	861.91	(0.09906, 0.65384, 0.00479, 0.75011)
0	5790	518.61	868.79	(0.04806, 0.66520, 0.01459, 0.74498)
0	5821	518.44	867.85	(-0.00031, 0.73372, 0.05270, 0.67741)
0	5850	567.61	862.09	(0.00457, 0.75531, 0.05272, 0.65322)
0	5880	567.19	863.14	(0.02592, 0.71848, 0.05860, 0.69259)
0	5910	615.48	876.95	(0.05451, 0.52019, 0.03307, 0.85166)
0	5940	615.78	877.51	(0.07764, 0.45300, 0.02651, 0.88773)
0	5970	617.07	875.73	(0.09226, 0.62388, -0.00544, 0.77604)
0	6000	617.39	873.38	(0.03834, 0.81765, 0.00750, 0.57438)
